,Unnamed: 0,away,home,id,match,stadium,stage,time,tv,y,year,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11,address,capa,NHK,NHK_2,mean,temperature-humidity,アビスパ福岡,アルビレックス新潟,カターレ富山,カマタマーレ讃岐,ガイナーレ鳥取,ガンバ大阪,ギラヴァンツ北九州,コンサドーレ札幌,サガン鳥栖,サンフレッチェ広島,ザスパクサツ群馬,ザスパ草津,ジェフユナイテッド千葉,ジュビロ磐田,セレッソ大阪,ファジアーノ岡山,ベガルタ仙台,モンテディオ山形,ロアッソ熊本,ヴァンフォーレ甲府,ヴィッセル神戸,京都サンガF.C.,名古屋グランパス,大分トリニータ,大宮アルディージャ,川崎フロンターレ,徳島ヴォルティス,愛媛ＦＣ,東京ヴェルディ,松本山雅ＦＣ,柏レイソル,栃木ＳＣ,横浜Ｆ・マリノス,横浜ＦＣ,水戸ホーリーホック,浦和レッズ,清水エスパルス,湘南ベルマーレ,鹿島アントラーズ,ＦＣ岐阜,ＦＣ東京,ＦＣ町田ゼルビア,Ｖ・ファーレン長崎,month,day,n_tv
29,29,大分トリニータ,ベガルタ仙台,15058,２５,ユアテックスタジアム仙台,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,13411.0,2013,6,0,晴,25.0,90,佐藤　隆治,ベガルタ仙台,林　卓人,菅井　直樹,渡辺　広大,角田　誠,石川　直樹,富田　晋伍,太田　吉彰,梁　勇基,松下　年宏,柳沢　敦,ウイルソン,大分トリニータ,丹野　研太,土岐田　洸平,阪田　章裕,安川　有,為田　大貴,ロドリゴ　マンシャ,梶山　陽平,チェ　ジョンハン,木村　祐志,西　弘則,森島　康仁,宮城県仙台市泉区七北田字柳78,19694,0,0,0.7794920173389706,75.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09,5.0,2
30,30,横浜Ｆ・マリノス,ベガルタ仙台,15075,２７,ユアテックスタジアム仙台,Ｊ１,26,スカパー！／スカパー！プレミアムサービス,17849.0,2013,0,0,晴,20.9,55,飯田　淳平,ベガルタ仙台,林　卓人,菅井　直樹,渡辺　広大,鎌田　次郎,石川　直樹,富田　晋伍,太田　吉彰,梁　勇基,角田　誠,柳沢　敦,ウイルソン,横浜Ｆ・マリノス,榎本　哲也,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,中町　公祐,富澤　清太郎,佐藤　優平,中村　俊輔,兵藤　慎剛,藤田　祥史,宮城県仙台市泉区七北田字柳78,19694,0,0,0.7794920173389706,66.74404999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,09,5.0,2
31,31,名古屋グランパス,ベガルタ仙台,15088,２９,ユアテックスタジアム仙台,Ｊ１,28,スカパー！／スカパー！プレミアムサービス,15178.0,2013,2,1,曇,17.5,58,福島　孝一郎,ベガルタ仙台,林　卓人,菅井　直樹,渡辺　広大,角田　誠,石川　直樹,富田　晋伍,太田　吉彰,梁　勇基,松下　年宏,赤嶺　真吾,ウイルソン,名古屋グランパス,楢﨑　正剛,田中　隼磨,牟田　雄祐,ダニエル,阿部　翔平,小川　佳純,中村　直志,ダニルソン,藤本　淳吾,玉田　圭司,永井　謙佑,宮城県仙台市泉区七北田字柳78,19694,0,0,0.7794920173389706,62.229499999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.0,2
32,32,清水エスパルス,ベガルタ仙台,15124,３３,ユアテックスタジアム仙台,Ｊ１,34,スカパー！／スカパー！プレミアムサービス／ＮＨＫ仙台,17394.0,2013,1,2,晴,6.9,64,山本　雄大,ベガルタ仙台,林　卓人,石川　大徳,渡辺　広大,鎌田　次郎,蜂須賀　孝治,富田　晋伍,太田　吉彰,梁　勇基,松下　年宏,赤嶺　真吾,ウイルソン,清水エスパルス,櫛引　政敏,吉田　豊,杉山　浩太,カルフィン　ヨン　ア　ピン,石毛　秀樹,本田　拓也,村松　大輔,高木　俊幸,大前　元紀,伊藤　翔,ラドンチッチ,宮城県仙台市泉区七北田字柳78,19694,0,1,0.7794920173389706,47.10884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,5.0,3
33,33,アルビレックス新潟,ベガルタ仙台,15668,１,ユアテックスタジアム仙台,Ｊ１,28,スカパー！／スカパー！プレミアムサービス／ＮＨＫ仙台／ＮＨＫ新潟,15852.0,2014,1,2,曇,10.6,35,山本　雄大,ベガルタ仙台,関　憲太郎,菅井　直樹,鎌田　次郎,石川　直樹,二見　宏志,富田　晋伍,角田　誠,太田　吉彰,梁　勇基,マグリンチィ,ウイルソン,アルビレックス新潟,守田　達弥,松原　健,舞行龍ジェームズ,大井　健太郎,金　珍洙,レオ　シルバ,成岡　翔,田中　亜土夢,岡本　英也,田中　達也,川又　堅碁,宮城県仙台市泉区七北田字柳78,19694,0,1,0.7794920173389706,53.5539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,5.0,4
34,34,ガンバ大阪,ベガルタ仙台,15693,３,ユアテックスタジアム仙台,Ｊ１,34,スカパー！／スカパー！プレミアムサービス,13380.0,2014,0,0,曇,5.6,59,村上　伸次,ベガルタ仙台,関　憲太郎,菅井　直樹,渡辺　広大,石川　直樹,二見　宏志,太田　吉彰,鎌田　次郎,富田　晋伍,武藤　雄樹,梁　勇基,ウイルソン,ガンバ大阪,東口　順昭,加地　亮,岩下　敬輔,丹羽　大輝,藤春　廣輝,内田　達也,今野　泰幸,大森　晃太郎,遠藤　保仁,佐藤　晃大,倉田　秋,宮城県仙台市泉区七北田字柳78,19694,0,0,0.7794920173389706,45.669959999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,5.0,2
35,35,ヴァンフォーレ甲府,ベガルタ仙台,15706,５,ユアテックスタジアム仙台,Ｊ１,28,スカパー！／スカパー！プレミアムサービス,11144.0,2014,1,1,晴,21.3,31,榎本　一慶,ベガルタ仙台,関　憲太郎,石川　大徳,渡辺　広大,鎌田　次郎,石川　直樹,マグリンチィ,角田　誠,富田　晋伍,梁　勇基,柳沢　敦,ウイルソン,ヴァンフォーレ甲府,荻　晃太,青山　直晃,山本　英臣,佐々木　翔,福田　健介,新井　涼平,マルキーニョス　パラナ,阿部　翔平,河本　明人,石原　克哉,クリスティアーノ,宮城県仙台市泉区七北田字柳78,19694,0,0,0.7794920173389706,65.65697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,5.0,2
36,36,サガン鳥栖,ベガルタ仙台,15732,８,ユアテックスタジアム仙台,Ｊ１,28,スカパー！／スカパー！プレミアムサービス,11413.0,2014,0,3,曇,7.0,49,扇谷　健司,ベガルタ仙台,関　憲太郎,菅井　直樹,渡辺　広大,石川　直樹,二見　宏志,太田　吉彰,富田　晋伍,鎌田　次郎,梁　勇基,ウイルソン,赤嶺　真吾,サガン鳥栖,林　彰洋,丹羽　竜平,キム　ミンヒョク,坂井　達弥,安田　理大,水沼　宏太,岡本　知剛,藤田　直之,金　民友,池田　圭,豊田　陽平,宮城県仙台市泉区七北田字柳78,19694,0,0,0.7794920173389706,48.3587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,5.0,2
37,37,川崎フロンターレ,ベガルタ仙台,15755,１０,ユアテックスタジアム仙台,Ｊ１,32,スカパー！／スカパー！プレミアムサービス,13040.0,2014,0,0,曇,11.9,61,佐藤　隆治,ベガルタ仙台,関　憲太郎,菅井　直樹,渡辺　広大,角田　誠,石川　直樹,太田　吉彰,富田　晋伍,武井　択也,梁　勇基,武藤　雄樹,赤嶺　真吾,川崎フロンターレ,西部　洋平,田中　裕介,ジェシ,中澤　聡太,谷口　彰悟,大島　僚太,中村　憲剛,森谷　賢太郎,レナト,小林　悠,大久保　嘉人,宮城県仙台市泉区七北田字柳78,19694,0,0,0.7794920173389706,54.402409999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,,2
38,38,ヴィッセル神戸,ベガルタ仙台,15768,１２,ユアテックスタジアム仙台,Ｊ１,26,スカパー！／スカパー！プレミアムサービス,12945.0,2014,4,3,晴,16.4,54,池内　明彦,ベガルタ仙台,関　憲太郎,武井　択也,渡辺　広大,鎌田　次郎,石川　直樹,太田　吉彰,富田　晋伍,角田　誠,梁　勇基,武藤　雄樹,ウイルソン,ヴィッセル神戸,山本　海人,茂木　弘人,増川　隆洋,岩波　拓也,奥井　諒,チョン　ウヨン,橋本　英郎,森岡　亮太,ペドロ　ジュニオール,小川　慶治朗,マルキーニョス,宮城県仙台市泉区七北田字柳78,19694,0,0,0.7794920173389706,60.629439999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,,2
39,39,サンフレッチェ広島,ベガルタ仙台,15793,１４,ユアテックスタジアム仙台,Ｊ１,26,スカパー！／スカパー！プレミアムサービス／ＮＨＫ仙台／ＮＨＫ広島,18863.0,2014,1,0,晴,21.4,38,西村　雄一,ベガルタ仙台,関　憲太郎,菅井　直樹,渡辺　広大,角田　誠,石川　直樹,太田　吉彰,富田　晋伍,武井　択也,梁　勇基,赤嶺　真吾,ウイルソン,サンフレッチェ広島,林　卓人,塩谷　司,千葉　和彦,水本　裕貴,ミキッチ,柴﨑　晃誠,森﨑　和幸,清水　航平,森﨑　浩司,髙萩　洋次郎,佐藤　寿人,宮城県仙台市泉区七北田字柳78,19694,0,1,0.7794920173389706,66.25067999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,6.0,4
40,40,名古屋グランパス,ベガルタ仙台,15804,１６,ユアテックスタジアム仙台,Ｊ１,38,スカパー！／スカパー！プレミアムサービス／東北放送,13302.0,2014,3,3,曇,27.2,83,吉田　寿光,ベガルタ仙台,関　憲太郎,菅井　直樹,鎌田　次郎,角田　誠,石川　直樹,太田　吉彰,武井　択也,富田　晋伍,梁　勇基,赤嶺　真吾,ウイルソン,名古屋グランパス,楢﨑　正剛,牟田　雄祐,大武　峻,本多　勇喜,矢野　貴章,ダニルソン,田口　泰士,佐藤　和樹,レアンドロ　ドミンゲス,松田　力,永井　謙佑,宮城県仙台市泉区七北田字柳78,19694,0,0,0.7794920173389706,78.81324000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07,2.0,3
41,41,セレッソ大阪,ベガルタ仙台,15948,３２,ユアテックスタジアム仙台,Ｊ１,34,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１（録）,,2014,3,3,晴,11.1,79,村上　伸次,ベガルタ仙台,関　憲太郎,菅井　直樹,鎌田　次郎,上本　大海,石川　直樹,太田　吉彰,富田　晋伍,梁　勇基,野沢　拓也,赤嶺　真吾,ウイルソン,セレッソ大阪,キム　ジンヒョン,染谷　悠太,丸橋　祐介,酒本　憲幸,山下　達也,扇原　貴宏,長谷川　アーリアジャスール,楠神　順平,杉本　健勇,永井　龍,南野　拓実,宮城県仙台市泉区七北田字柳78,19694,0,1,0.7794920173389706,52.675309999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.0,3
42,42,清水エスパルス,名古屋グランパス,13995,１,豊田スタジアム,Ｊ１,28,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＮＨＫ名古屋,24316.0,2012,1,0,屋内,12.4,43,西村　雄一,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,中村　直志,ダニルソン,藤本　淳吾,金崎　夢生,ケネディ,玉田　圭司,清水エスパルス,林　彰洋,吉田　豊,岩下　敬輔,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,河井　陽介,枝村　匠馬,高木　俊幸,アレックス,大前　元紀,愛知県豊田市千石町7-2,40000,0,1,0.48746625000000005,55.47368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03,5.0,4
43,43,サガン鳥栖,名古屋グランパス,14032,５,豊田スタジアム,Ｊ１,28,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＮＨＫ名古屋／ＮＨＫ佐賀,13824.0,2012,1,0,晴,9.6,26,井上　知大,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,小川　佳純,ダニルソン,藤本　淳吾,玉田　圭司,永井　謙佑,金崎　夢生,サガン鳥栖,赤星　拓,丹羽　竜平,小林　久晃,呂　成海,金　民友,岡本　知剛,藤田　直之,水沼　宏太,野田　隆之介,池田　圭,豊田　陽平,愛知県豊田市千石町7-2,40000,0,1,0.48746625000000005,52.82904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,5.0,5
44,44,コンサドーレ札幌,名古屋グランパス,14044,６,豊田スタジアム,Ｊ１,32,スカパー／ｅ２／スカパー光,12896.0,2012,3,1,屋内,15.4,70,中村　太,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,小川　佳純,ダニルソン,藤本　淳吾,玉田　圭司,永井　謙佑,金崎　夢生,コンサドーレ札幌,李　昊乗,高木　純平,ジェイド　ノース,奈良　竜樹,岩沼　俊介,前　貴之,河合　竜二,古田　寛幸,宮澤　裕樹,近藤　祐介,前田　俊介,愛知県豊田市千石町7-2,40000,0,0,0.48746625000000005,59.4362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,5.0,3
45,45,川崎フロンターレ,名古屋グランパス,14081,１０,豊田スタジアム,Ｊ１,34,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／名古屋テレビ（録）,20512.0,2012,2,3,晴,19.0,48,吉田　寿光,名古屋グランパス,楢﨑　正剛,石櫃　洋祐,ダニエル,田中　マルクス闘莉王,三都主　アレサンドロ,中村　直志,ダニルソン,藤本　淳吾,玉田　圭司,金崎　夢生,ケネディ,川崎フロンターレ,西部　洋平,田中　裕介,井川　祐輔,森下　俊,登里　享平,稲本　潤一,中村　憲剛,大島　僚太,田坂　祐介,楠神　順平,矢島　卓郎,愛知県豊田市千石町7-2,40000,0,0,0.48746625000000005,63.8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,6.0,4
46,46,セレッソ大阪,名古屋グランパス,14102,１３,豊田スタジアム,Ｊ１,39,スカパー／ｅ２／スカパー光,16657.0,2012,0,1,曇,19.4,66,東城　穣,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,小川　佳純,田口　泰士,藤本　淳吾,金崎　夢生,ケネディ,玉田　圭司,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,酒本　憲幸,高橋　大輔,山口　螢,キム　ボギョン,清武　弘嗣,黒木　聖仁,ケンペス,播戸　竜二,愛知県豊田市千石町7-2,40000,0,0,0.48746625000000005,65.25196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,4.0,3
47,47,ベガルタ仙台,名古屋グランパス,14151,１８,豊田スタジアム,Ｊ１,38,スカパー／ｅ２／スカパー光,24397.0,2012,0,0,曇,27.8,80,飯田　淳平,名古屋グランパス,楢﨑　正剛,田中　隼磨,ダニエル,田中　マルクス闘莉王,阿部　翔平,小川　佳純,田口　泰士,藤本　淳吾,永井　謙佑,ケネディ,金崎　夢生,ベガルタ仙台,林　卓人,菅井　直樹,角田　誠,渡辺　広大,朴　柱成,松下　年宏,田村　直也,太田　吉彰,梁　勇基,ウイルソン,赤嶺　真吾,愛知県豊田市千石町7-2,40000,0,0,0.48746625000000005,79.3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07,5.0,3
48,48,ガンバ大阪,名古屋グランパス,14190,２２,豊田スタジアム,Ｊ１,38,スカパー／ｅ２／スカパー光,30354.0,2012,0,5,曇,26.1,89,家本　政明,名古屋グランパス,楢﨑　正剛,田中　隼磨,ダニエル,増川　隆洋,石櫃　洋祐,田口　泰士,ダニルソン,藤本　淳吾,小川　佳純,永井　謙佑,金崎　夢生,ガンバ大阪,藤ヶ谷　陽介,岩下　敬輔,丹羽　大輝,今野　泰幸,藤春　廣輝,明神　智和,遠藤　保仁,二川　孝広,倉田　秋,レアンドロ,佐藤　晃大,愛知県豊田市千石町7-2,40000,0,0,0.48746625000000005,77.71071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,5.0,3
49,49,横浜Ｆ・マリノス,名古屋グランパス,14262,３０,豊田スタジアム,Ｊ１,28,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋,22332.0,2012,1,1,晴,21.4,53,東城　穣,名古屋グランパス,楢﨑　正剛,ダニエル,田中　マルクス闘莉王,増川　隆洋,石櫃　洋祐,小川　佳純,田口　泰士,藤本　淳吾,阿部　翔平,金崎　夢生,永井　謙佑,横浜Ｆ・マリノス,榎本　哲也,金井　貢史,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,中町　公祐,兵藤　慎剛,中村　俊輔,齋藤　学,マルキーニョス,愛知県豊田市千石町7-2,40000,0,1,0.48746625000000005,67.28358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5.0,3
50,50,鹿島アントラーズ,名古屋グランパス,14287,３３,豊田スタジアム,Ｊ１,29,スカパー！／スカパー！プレミアムサービス,23892.0,2012,1,2,晴,14.5,28,廣瀬　格,名古屋グランパス,楢﨑　正剛,ダニエル,田中　マルクス闘莉王,増川　隆洋,田中　隼磨,田口　泰士,ダニルソン,三都主　アレサンドロ,小川　佳純,藤本　淳吾,玉田　圭司,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,青木　剛,新井場　徹,本田　拓也,柴崎　岳,遠藤　康,ドゥトラ,ジュニーニョ,大迫　勇也,愛知県豊田市千石町7-2,40000,0,0,0.48746625000000005,58.0604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,5.0,2
51,51,ジュビロ磐田,名古屋グランパス,14838,１,豊田スタジアム,Ｊ１,28,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋／ＮＨＫ静岡,21748.0,2013,1,1,晴,7.2,39,松尾　一,名古屋グランパス,楢﨑　正剛,牟田　雄祐,ダニエル,田中　マルクス闘莉王,田中　隼磨,田口　泰士,ダニルソン,ヤキモフスキー,藤本　淳吾,玉田　圭司,矢野　貴章,ジュビロ磐田,川口　能活,駒野　友一,宮崎　智彦,伊野波　雅彦,チョ　ビョングク,藤田　義明,小林　裕紀,山田　大記,チョン　ウヨン,金園　英学,前田　遼一,愛知県豊田市千石町7-2,40000,0,1,0.48746625000000005,49.33492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,5.0,4
52,52,アルビレックス新潟,名古屋グランパス,14884,６,豊田スタジアム,Ｊ１,28,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋,13159.0,2013,2,0,晴,14.8,33,木村　博之,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,本多　勇喜,矢野　貴章,田口　泰士,ダニルソン,小川　佳純,玉田　圭司,田中　輝希,アルビレックス新潟,黒河　貴矢,藤田　征也,大井　健太郎,金　根煥,金　珍洙,レオ　シルバ,三門　雄大,成岡　翔,田中　亜土夢,田中　達也,ブルーノ　ロペス,愛知県豊田市千石町7-2,40000,0,1,0.48746625000000005,58.40416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,5.0,3
53,53,ベガルタ仙台,名古屋グランパス,14925,１０,豊田スタジアム,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,12075.0,2013,0,2,晴,19.8,41,飯田　淳平,名古屋グランパス,楢﨑　正剛,田中　隼磨,ダニエル,田中　マルクス闘莉王,阿部　翔平,小川　佳純,中村　直志,ダニルソン,藤本　淳吾,ヤキモフスキー,ケネディ,ベガルタ仙台,林　卓人,田村　直也,渡辺　広大,鎌田　次郎,蜂須賀　孝治,富田　晋伍,角田　誠,太田　吉彰,梁　勇基,柳沢　敦,赤嶺　真吾,愛知県豊田市千石町7-2,40000,0,0,0.48746625000000005,64.51182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,,2
54,54,横浜Ｆ・マリノス,名古屋グランパス,14931,１１,豊田スタジアム,Ｊ１,30,スカパー！／スカパー！プレミアムサービス／名古屋テレビ（録）,18512.0,2013,1,2,屋内,19.1,91,西村　雄一,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,小川　佳純,田口　泰士,ダニルソン,藤本　淳吾,玉田　圭司,ケネディ,横浜Ｆ・マリノス,榎本　哲也,小林　祐三,中澤　佑二,ファビオ,ドゥトラ,小椋　祥平,富澤　清太郎,中村　俊輔,兵藤　慎剛,藤田　祥史,マルキーニョス,愛知県豊田市千石町7-2,40000,0,0,0.48746625000000005,65.96519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,05,5.0,3
55,55,清水エスパルス,名古屋グランパス,14961,１４,豊田スタジアム,Ｊ１,38,スカパー！／スカパー！プレミアムサービス／東海テレビ（録）,17950.0,2013,2,1,曇,27.4,86,中村　太,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,藤本　淳吾,田口　泰士,中村　直志,小川　佳純,玉田　圭司,ケネディ,清水エスパルス,櫛引　政敏,吉田　豊,杉山　浩太,カルフィン　ヨン　ア　ピン,平岡　康裕,イ　キジェ,村松　大輔,竹内　涼,河井　陽介,伊藤　翔,バレー,愛知県豊田市千石町7-2,40000,0,0,0.48746625000000005,79.52436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07,5.0,3
